mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.7,"101 km S of McCarthy, Alaska",1708897608149,1708897714068,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kyvi0e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kyvi0e&format=geojson,,,,,automatic,0,44,ak,0242kyvi0e,",ak0242kyvi0e,",",ak,",",origin,phase-data,",,,0.83,,ml,earthquake,"M 1.7 - 101 km S of McCarthy, Alaska"
1.4,"19 km ENE of Four Mile Road, Alaska",1708897444760,1708897561625,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kyuz8c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kyuz8c&format=geojson,,,,,automatic,0,30,ak,0242kyuz8c,",ak0242kyuz8c,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.4 - 19 km ENE of Four Mile Road, Alaska"
0.56,"11 km SSE of Carbonado, Washington",1708897414430,1709144249820,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61984561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61984561&format=geojson,,,,,reviewed,0,5,uw,61984561,",uw61984561,",",uw,",",origin,phase-data,",20.0,0.01293,0.08,194.0,ml,earthquake,"M 0.6 - 11 km SSE of Carbonado, Washington"
-0.4,"12 km NE of King Cove, Alaska",1708896813880,1709003651340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133993,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133993&format=geojson,,,,,reviewed,0,0,av,91133993,",av91133993,",",av,",",origin,phase-data,",4.0,,0.08,155.0,ml,earthquake,"M -0.4 - 12 km NE of King Cove, Alaska"
0.96,"7 km WNW of The Geysers, CA",1708896509600,1708897639026,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007821&format=geojson,,,,,automatic,0,14,nc,74007821,",nc74007821,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.002464,0.02,61.0,md,earthquake,"M 1.0 - 7 km WNW of The Geysers, CA"
2.35,"2 km W of Pāhala, Hawaii",1708896172330,1710213293040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121301&format=geojson,,,,,automatic,0,85,hv,74121301,",us7000m1jh,hv74121301,",",us,hv,",",origin,phase-data,",53.0,0.04844,0.119999997,64.0,ml,earthquake,"M 2.4 - 2 km W of Pāhala, Hawaii"
1.1,"33 km W of Empire, Nevada",1708896059262,1710270819495,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874637,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874637&format=geojson,,,,,reviewed,0,19,nn,00874637,",nn00874637,",",nn,",",origin,phase-data,",4.0,0.357,0.0834,305.75,ml,earthquake,"M 1.1 - 33 km W of Empire, Nevada"
2.47,"19 km ESE of Point Sur, CA",1708896043090,1710213415996,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007811&format=geojson,2.0,2.2,,,reviewed,0,94,nc,74007811,",us7000m1ji,nc74007811,",",us,nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",54.0,0.06008,0.13,98.0,md,earthquake,"M 2.5 - 19 km ESE of Point Sur, CA"
0.7,"8 km SSE of Idyllwild, CA",1708895770490,1708956891065,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676232&format=geojson,,,,,reviewed,0,8,ci,40676232,",ci40676232,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.0186,0.11,110.0,ml,earthquake,"M 0.7 - 8 km SSE of Idyllwild, CA"
2.1,"47 km ENE of Fort Bidwell, California",1708895729554,1710269689524,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874635,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874635&format=geojson,,,,,reviewed,0,68,nn,00874635,",nn00874635,",",nn,",",origin,phase-data,",4.0,0.531,0.1175,127.52,ml,earthquake,"M 2.1 - 47 km ENE of Fort Bidwell, California"
0.44,"2 km S of Lima, Montana",1708895465130,1708986484170,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90041938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90041938&format=geojson,,,,,reviewed,0,3,mb,90041938,",mb90041938,",",mb,",",origin,phase-data,",7.0,0.03818,0.11,137.0,ml,earthquake,"M 0.4 - 2 km S of Lima, Montana"
0.56,"10 km NW of The Geysers, CA",1708895322210,1708896492726,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007806&format=geojson,,,,,automatic,0,5,nc,74007806,",nc74007806,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.001596,0.02,115.0,md,earthquake,"M 0.6 - 10 km NW of The Geysers, CA"
4.1,"129 km NW of Sola, Vanuatu",1708895122035,1710213427040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mfvp&format=geojson,,,,,reviewed,0,259,us,6000mfvp,",us6000mfvp,",",us,",",origin,phase-data,",35.0,7.528,0.36,142.0,mb,earthquake,"M 4.1 - 129 km NW of Sola, Vanuatu"
1.7,"10 km S of Idyllwild, CA",1708895071300,1708964989250,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676216&format=geojson,,,,,reviewed,0,44,ci,40676216,",ci40676216,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",69.0,0.05025,0.16,36.0,ml,earthquake,"M 1.7 - 10 km S of Idyllwild, CA"
-0.54,"14 km NE of Milford, Utah",1708895018430,1708967339910,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048456&format=geojson,,,,,reviewed,0,0,uu,80048456,",uu80048456,",",uu,",",origin,phase-data,",9.0,0.00541,0.05,82.0,md,earthquake,"M -0.5 - 14 km NE of Milford, Utah"
2.0,"58 km S of Whites City, New Mexico",1708894773174,1708979546750,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dycf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dycf&format=geojson,,,,,reviewed,0,62,tx,2024dycf,",tx2024dycf,",",tx,",",origin,phase-data,",19.0,0.0,0.2,85.0,ml,earthquake,"M 2.0 - 58 km S of Whites City, New Mexico"
0.92,"2 km NE of Montara, CA",1708894400720,1708924633501,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007791&format=geojson,,,,,reviewed,0,13,nc,74007791,",nc74007791,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.03494,0.05,197.0,md,earthquake,"M 0.9 - 2 km NE of Montara, CA"
-0.13,"15 km NE of Milford, Utah",1708894284610,1708986607330,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048446&format=geojson,,,,,reviewed,0,0,uu,80048446,",uu80048446,",",uu,",",origin,phase-data,",8.0,0.006376,0.06,106.0,md,earthquake,"M -0.1 - 15 km NE of Milford, Utah"
2.1,"58 km S of Whites City, New Mexico",1708893804168,1708958919896,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dybs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dybs&format=geojson,,,,,reviewed,0,68,tx,2024dybs,",tx2024dybs,",",tx,",",origin,phase-data,",15.0,0.0,0.1,84.0,ml,earthquake,"M 2.1 - 58 km S of Whites City, New Mexico"
0.6,"10 km NW of The Geysers, CA",1708893238120,1708900157159,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007786&format=geojson,,,,,automatic,0,6,nc,74007786,",nc74007786,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.0007093,0.01,87.0,md,earthquake,"M 0.6 - 10 km NW of The Geysers, CA"
0.9,"11 km NW of Stagecoach, Nevada",1708892973487,1708895245578,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873898,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873898&format=geojson,,,,,reviewed,0,12,nn,00873898,",nn00873898,",",nn,",",origin,phase-data,",8.0,0.256,0.1703,175.55,ml,earthquake,"M 0.9 - 11 km NW of Stagecoach, Nevada"
2.4,"29 km SSE of Plush, Oregon",1708892918362,1710269488050,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874634,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874634&format=geojson,,,,,reviewed,0,89,nn,00874634,",nn00874634,",",nn,",",origin,phase-data,",3.0,0.518,0.1512,129.58,ml,earthquake,"M 2.4 - 29 km SSE of Plush, Oregon"
0.32,"99 km W of Adak, Alaska",1708892204400,1709003350390,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133983&format=geojson,,,,,reviewed,0,2,av,91133983,",av91133983,",",av,",",origin,phase-data,",4.0,,0.11,162.0,ml,earthquake,"M 0.3 - 99 km W of Adak, Alaska"
2.04,"1 km WNW of Palomas, Puerto Rico",1708891791760,1708892384070,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71441248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71441248&format=geojson,,,,,reviewed,0,64,pr,71441248,",pr71441248,",",pr,",",origin,phase-data,",9.0,0.04431,0.08,87.0,md,earthquake,"M 2.0 - 1 km WNW of Palomas, Puerto Rico"
-0.01,"14 km NE of Milford, Utah",1708891340230,1708986732860,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048426&format=geojson,,,,,reviewed,0,0,uu,80048426,",uu80048426,",",uu,",",origin,phase-data,",9.0,0.009635,0.07,93.0,md,earthquake,"M 0.0 - 14 km NE of Milford, Utah"
1.7,"6 km S of Volcano, Hawaii",1708889622600,1709087289420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121221&format=geojson,,,,,reviewed,0,44,hv,74121221,",hv74121221,",",hv,",",origin,phase-data,",35.0,0.007691,0.1,124.0,md,earthquake,"M 1.7 - 6 km S of Volcano, Hawaii"
-0.74,"15 km NE of Milford, Utah",1708889531160,1708965276160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048411,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048411&format=geojson,,,,,reviewed,0,0,uu,80048411,",uu80048411,",",uu,",",origin,phase-data,",6.0,0.00674,0.06,101.0,md,earthquake,"M -0.7 - 15 km NE of Milford, Utah"
0.67,"8 km NW of The Geysers, CA",1708888906110,1708889894194,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007761&format=geojson,,,,,automatic,0,7,nc,74007761,",nc74007761,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.009774,0.01,55.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
1.6,"33 km ENE of Pedro Bay, Alaska",1708888873841,1708888994920,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kxj794,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kxj794&format=geojson,,,,,automatic,0,39,ak,0242kxj794,",ak0242kxj794,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.6 - 33 km ENE of Pedro Bay, Alaska"
1.7,"95 km NW of Yakutat, Alaska",1708888751500,1708888891154,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kxirjz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kxirjz&format=geojson,,,,,automatic,0,44,ak,0242kxirjz,",ak0242kxirjz,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.7 - 95 km NW of Yakutat, Alaska"
1.23,"2 km NW of The Geysers, CA",1708887676170,1709660862490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007751&format=geojson,,,,,reviewed,0,23,nc,74007751,",nc74007751,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.01451,0.05,75.0,md,earthquake,"M 1.2 - 2 km NW of The Geysers, CA"
1.52,"8 km NW of Prague, Oklahoma",1708887601540,1708973177521,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024dxyh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024dxyh&format=geojson,,,,,reviewed,0,36,ok,2024dxyh,",ok2024dxyh,",",ok,",",origin,phase-data,",65.0,0.01259752794,0.24,31.0,ml,earthquake,"M 1.5 - 8 km NW of Prague, Oklahoma"
1.0,"88 km NNW of Karluk, Alaska",1708887079199,1709002795340,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kx47jh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kx47jh&format=geojson,,,,,automatic,0,15,ak,0242kx47jh,",av92214776,ak0242kx47jh,",",av,ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.0 - 88 km NNW of Karluk, Alaska"
1.42,"3 km ENE of May Creek, Washington",1708886795210,1709082327590,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61984481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61984481&format=geojson,,,,,reviewed,0,31,uw,61984481,",uw61984481,",",uw,",",origin,phase-data,",14.0,0.115,0.18,62.0,ml,earthquake,"M 1.4 - 3 km ENE of May Creek, Washington"
0.43,"7 km NW of The Geysers, CA",1708886458320,1708888092871,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007746&format=geojson,,,,,automatic,0,3,nc,74007746,",nc74007746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.005702,0.01,97.0,md,earthquake,"M 0.4 - 7 km NW of The Geysers, CA"
1.18,"2 km NNE of The Geysers, CA",1708885743790,1709752732310,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007741&format=geojson,,,,,reviewed,0,21,nc,74007741,",nc74007741,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.008896,0.05,49.0,md,earthquake,"M 1.2 - 2 km NNE of The Geysers, CA"
2.18000007,"1 km SSW of Pāhala, Hawaii",1708885713580,1708885824640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121186&format=geojson,,,,,automatic,0,73,hv,74121186,",hv74121186,",",hv,",",origin,phase-data,",31.0,0.04055,0.150000006,115.0,md,earthquake,"M 2.2 - 1 km SSW of Pāhala, Hawaii"
1.37,"4 km NW of Lake Henshaw, CA",1708885619750,1708963411350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676176&format=geojson,,,,,reviewed,0,29,ci,40676176,",ci40676176,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",65.0,0.0384,0.17,20.0,ml,earthquake,"M 1.4 - 4 km NW of Lake Henshaw, CA"
0.8,"0 km NNW of The Geysers, CA",1708885463930,1708886714739,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007736&format=geojson,,,,,automatic,0,10,nc,74007736,",nc74007736,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.0101,0.0,116.0,md,earthquake,"M 0.8 - 0 km NNW of The Geysers, CA"
0.97,"2 km WSW of Borrego Springs, CA",1708884891930,1708962779844,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676168&format=geojson,,,,,reviewed,0,14,ci,40676168,",ci40676168,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.02643,0.18,44.0,ml,earthquake,"M 1.0 - 2 km WSW of Borrego Springs, CA"
1.88,"9 km NNW of Pawnee, Oklahoma",1708884859800,1708954106936,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024dxwt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024dxwt&format=geojson,,,,,reviewed,0,54,ok,2024dxwt,",ok2024dxwt,",",ok,",",origin,phase-data,",85.0,0.02879434957,0.24,53.0,ml,earthquake,"M 1.9 - 9 km NNW of Pawnee, Oklahoma"
1.65,"11 km N of Redwood Valley, CA",1708884528750,1709607313062,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007726&format=geojson,,,,,reviewed,0,42,nc,74007726,",nc74007726,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.06206,0.09,72.0,md,earthquake,"M 1.7 - 11 km N of Redwood Valley, CA"
2.0,"60 km S of Whites City, New Mexico",1708884518163,1708981609938,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dxwp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dxwp&format=geojson,,,,,reviewed,0,62,tx,2024dxwp,",tx2024dxwp,",",tx,",",origin,phase-data,",19.0,0.0,0.2,122.0,ml,earthquake,"M 2.0 - 60 km S of Whites City, New Mexico"
2.2,"65 km NNE of Van Horn, Texas",1708884372125,1708982720048,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dxwm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dxwm&format=geojson,,,,,reviewed,0,74,tx,2024dxwm,",tx2024dxwm,",",tx,",",origin,phase-data,",23.0,0.1,0.3,150.0,ml,earthquake,"M 2.2 - 65 km NNE of Van Horn, Texas"
1.08,"1 km ENE of The Geysers, CA",1708884329250,1709607128130,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007721&format=geojson,,,,,reviewed,0,18,nc,74007721,",nc74007721,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.006352,0.06,67.0,md,earthquake,"M 1.1 - 1 km ENE of The Geysers, CA"
1.9,"53 km W of Mentone, Texas",1708883959337,1708958016804,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dxwg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dxwg&format=geojson,,,,,reviewed,0,56,tx,2024dxwg,",tx2024dxwg,",",tx,",",origin,phase-data,",18.0,0.1,0.2,61.0,ml,earthquake,"M 1.9 - 53 km W of Mentone, Texas"
-0.94,"9 km W of Akutan, Alaska",1708883235150,1708992629820,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133863&format=geojson,,,,,reviewed,0,0,av,91133863,",av91133863,",",av,",",origin,phase-data,",4.0,,0.13,155.0,ml,earthquake,"M -0.9 - 9 km W of Akutan, Alaska"
0.88,"3 km WNW of Anderson Springs, CA",1708882503440,1708884614532,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007716&format=geojson,,,,,automatic,0,12,nc,74007716,",nc74007716,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01347,0.01,92.0,md,earthquake,"M 0.9 - 3 km WNW of Anderson Springs, CA"
0.78,"3 km WNW of Anderson Springs, CA",1708882447950,1709163394669,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007711&format=geojson,,,,,reviewed,0,9,nc,74007711,",nc74007711,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.005316,0.04,72.0,md,earthquake,"M 0.8 - 3 km WNW of Anderson Springs, CA"
4.6,"81 km E of Teluk Dalam, Indonesia",1708882428562,1709573993040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1iw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1iw&format=geojson,,,,,reviewed,0,326,us,7000m1iw,",us7000m1iw,",",us,",",origin,phase-data,",70.0,1.237,0.73,122.0,mb,earthquake,"M 4.6 - 81 km E of Teluk Dalam, Indonesia"
0.26,"8 km NW of The Geysers, CA",1708881944440,1708889411029,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007701&format=geojson,,,,,automatic,0,1,nc,74007701,",nc74007701,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.008701,0.01,71.0,md,earthquake,"M 0.3 - 8 km NW of The Geysers, CA"
1.8,"45 km SSW of South Van Horn, Alaska",1708881881003,1708882000621,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kwd1ac,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kwd1ac&format=geojson,,,,,automatic,0,50,ak,0242kwd1ac,",ak0242kwd1ac,",",ak,",",origin,phase-data,",,,0.92,,ml,earthquake,"M 1.8 - 45 km SSW of South Van Horn, Alaska"
-0.2,"12 km N of Beatty, Nevada",1708881373311,1710269100085,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874633,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874633&format=geojson,,,,,reviewed,0,0,nn,00874633,",nn00874633,",",nn,",",origin,phase-data,",4.0,0.126,0.0785,215.64,ml,earthquake,"M -0.2 - 12 km N of Beatty, Nevada"
1.2,"73 km ESE of Denali National Park, Alaska",1708881270772,1708881448282,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kwavc5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kwavc5&format=geojson,,,,,automatic,0,22,ak,0242kwavc5,",ak0242kwavc5,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.2 - 73 km ESE of Denali National Park, Alaska"
1.7,"64 km SSW of Whites City, New Mexico",1708880966899,1708973527162,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024dxuq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024dxuq&format=geojson,,,,,reviewed,0,44,tx,2024dxuq,",tx2024dxuq,",",tx,",",origin,phase-data,",11.0,0.1,0.1,149.0,ml,earthquake,"M 1.7 - 64 km SSW of Whites City, New Mexico"
4.9,"42 km NE of Calama, Chile",1708879820023,1708880847040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1ir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1ir&format=geojson,,,,,reviewed,0,369,us,7000m1ir,",us7000m1ir,",",us,",",origin,phase-data,",57.0,0.703,0.97,43.0,mb,earthquake,"M 4.9 - 42 km NE of Calama, Chile"
-0.1,"14 km N of Beatty, Nevada",1708879639383,1710268913853,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874632,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874632&format=geojson,,,,,reviewed,0,0,nn,00874632,",nn00874632,",",nn,",",origin,phase-data,",4.0,0.11,0.0734,215.6,ml,earthquake,"M -0.1 - 14 km N of Beatty, Nevada"
1.4,"88 km SSW of McCarthy, Alaska",1708879114836,1708879211065,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kvul8b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kvul8b&format=geojson,,,,,automatic,0,30,ak,0242kvul8b,",ak0242kvul8b,",",ak,",",origin,phase-data,",,,0.19,,ml,earthquake,"M 1.4 - 88 km SSW of McCarthy, Alaska"
4.6,"6 km NNE of Tilik, Philippines",1708879103393,1709401830040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mfvr&format=geojson,,,,,reviewed,0,326,us,6000mfvr,",us6000mfvr,",",us,",",origin,phase-data,",47.0,9.39,0.54,128.0,mb,earthquake,"M 4.6 - 6 km NNE of Tilik, Philippines"
0.65,"15 km NE of Milford, Utah",1708878279910,1708986941440,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048311&format=geojson,,,,,reviewed,0,6,uu,80048311,",uu80048311,",",uu,",",origin,phase-data,",13.0,0.007734,0.12,66.0,md,earthquake,"M 0.7 - 15 km NE of Milford, Utah"
1.47,"8 km NW of The Geysers, CA",1708877080730,1709606406480,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007686&format=geojson,,,,,reviewed,0,33,nc,74007686,",nc74007686,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.008446,0.04,43.0,md,earthquake,"M 1.5 - 8 km NW of The Geysers, CA"
0.53,"10 km WNW of The Geysers, CA",1708876868180,1708879213016,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007681&format=geojson,,,,,automatic,0,4,nc,74007681,",nc74007681,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.001158,0.01,93.0,md,earthquake,"M 0.5 - 10 km WNW of The Geysers, CA"
0.64,"10 km NW of The Geysers, CA",1708876860080,1708878433919,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007676&format=geojson,,,,,automatic,0,6,nc,74007676,",nc74007676,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.002839,0.02,92.0,md,earthquake,"M 0.6 - 10 km NW of The Geysers, CA"
4.5,south of Panama,1708876443075,1708878177040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1im,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1im&format=geojson,,,,,reviewed,0,312,us,7000m1im,",us7000m1im,",",us,",",origin,phase-data,",40.0,4.609,1.08,158.0,mb,earthquake,M 4.5 - south of Panama
1.9,"32 km NNE of Whittier, Alaska",1708876201893,1708876348451,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kvbnod,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kvbnod&format=geojson,,,,,automatic,0,56,ak,0242kvbnod,",ak0242kvbnod,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.9 - 32 km NNE of Whittier, Alaska"
2.95,"14 km NW of Alder Springs, CA",1708876185230,1708951753265,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007671&format=geojson,,,,,reviewed,0,134,nc,74007671,",nc74007671,us7000m1il,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",94.0,0.2181,0.23,21.0,ml,earthquake,"M 3.0 - 14 km NW of Alder Springs, CA"
